,0,1,2,3,4,5
1244000,4,1994720284,Mon Jun 01 12:21:10 PDT 2009,NO_QUERY,petersaur,@al3xcullen lol have fun at work. i'm going to 'twitter' every 4 seconds! 
1244160,4,1994727198,Mon Jun 01 12:21:49 PDT 2009,NO_QUERY,eatssparkles,@Better_Days Left 4 Dead 2 announced. I'm fully prepared to have a heart attack playing it. 
1244320,4,1994783698,Mon Jun 01 12:27:12 PDT 2009,NO_QUERY,AdorkableJess,@kristenstewart9 haha! you dropping your award was the coolest thing! Congrats! Cant Wait 4 Twilight 2! 
1244480,4,1994827306,Mon Jun 01 12:31:13 PDT 2009,NO_QUERY,xmiyix,@saintsfan1775 translate what saintsfan? sorry if i spoke tagalog hehe 
1244640,4,1994849923,Mon Jun 01 12:33:20 PDT 2009,NO_QUERY,bobbyrozzell,@CarlCravens I have had them a couple of times and my breast bone is unscarred  I hope your's goes well.
1244800,4,1994892408,Mon Jun 01 12:37:22 PDT 2009,NO_QUERY,imanwilliams,@BRITTANYBOSCO what are you up to Hun 
1244960,4,1994954544,Mon Jun 01 12:43:19 PDT 2009,NO_QUERY,grant04,Don't you matter what ppl might say black woman your my everything.  
1245120,4,1994998541,Mon Jun 01 12:47:26 PDT 2009,NO_QUERY,Feli_Fel,@TaiiJarne Gud stuff  i keep watchin Perri ( lil afro diversity boy) now im just watchin sum Gok wuu2 ? x Fel
1245280,4,1995043004,Mon Jun 01 12:51:35 PDT 2009,NO_QUERY,bubzbeauty,@lisaasiangirl aww hun i had a makeup collection vid but it got removed! grrr!!! im glad you enjoyed the true beauty vid girli  mwah
1245440,4,1995085197,Mon Jun 01 12:55:37 PDT 2009,NO_QUERY,Miss73Needles,went to ikea and got a lovely teraruim for my venus fly trap  i also go a wok so i'm making curry for dinner tonight yay!
1245600,4,1995125505,Mon Jun 01 12:59:31 PDT 2009,NO_QUERY,Way2Cool,@jenlicata That's deep man. A true poet... Keep that one away from drugs 
1245760,4,1995149206,Mon Jun 01 13:01:43 PDT 2009,NO_QUERY,mollychasecats,"@juliebee I'm with your Mum, definitely don't look like bamboo shoots to me  I turned it on to check when I saw your tweet xx"
1245920,4,1995192084,Mon Jun 01 13:05:45 PDT 2009,NO_QUERY,xmiyix,"@officialcharice have fun Charice...it's a really cool day outside, bring umbrella it might rain "
1246080,4,1995231735,Mon Jun 01 13:09:37 PDT 2009,NO_QUERY,katnlaura,i am getting ready to do my monthly report... and handlin' my business. 
1246240,4,1995255627,Mon Jun 01 13:11:55 PDT 2009,NO_QUERY,estrellanella,@helene23_me welcome to the club... 
1246400,4,1995296573,Mon Jun 01 13:15:51 PDT 2009,NO_QUERY,Gemmaboyle,"@fryfan20 yay, good good  x x"
1246560,4,1995337194,Mon Jun 01 13:19:44 PDT 2009,NO_QUERY,Niina88,New Moon!! 
1246720,4,1995384065,Mon Jun 01 13:24:16 PDT 2009,NO_QUERY,zack08f,"Man, I'm sore from frisbee yesterday.... But it was worth it! "
1246880,4,1995425715,Mon Jun 01 13:28:16 PDT 2009,NO_QUERY,TinyKsass,"@adgergits &lt;333 I'm very glad that today is better, and chilling is always good   And I certainly hope so too haha"
1247040,4,1995467978,Mon Jun 01 13:32:16 PDT 2009,NO_QUERY,cchatelet,Mon futur Tshirt  http://tinyurl.com/n2nwyr
1247200,4,1995489546,Mon Jun 01 13:34:22 PDT 2009,NO_QUERY,LiorZitzman,The new Ducati Streetfigher S is amazing and I want one. Too bad it's only $18.5  http://bit.ly/ZDkHf
1247360,4,1995529054,Mon Jun 01 13:38:11 PDT 2009,NO_QUERY,pixiexoxo,"@hyperactivpanda Plus they played Linkin Park, HIM, and The Used in the last one "
1247520,4,1995571616,Mon Jun 01 13:42:16 PDT 2009,NO_QUERY,MauriceBroaddus,"@kpaffenroth hey, i'd have gone the &quot;you have not because you ask not&quot; route ... except that i'm still waiting on my million dollars ... "
1247680,4,1995594967,Mon Jun 01 13:44:33 PDT 2009,NO_QUERY,karalianne,@TammyJaneen It is all fixed now! 
1247840,4,1995636122,Mon Jun 01 13:48:26 PDT 2009,NO_QUERY,cathill20,Making a list of the things that are important to me 
1248000,4,1995680920,Mon Jun 01 13:52:44 PDT 2009,NO_QUERY,kellymulder,New neighbours are nice  they asked me to join them in our joined backyards for a drink...
1248160,4,1995764177,Mon Jun 01 14:00:37 PDT 2009,NO_QUERY,catchthesunrays,"@laur945 Which phone are you going with? Did I ask you this already? If I did, I apologize for being a forgetful moron. "
1248320,4,1995806990,Mon Jun 01 14:04:36 PDT 2009,NO_QUERY,helenwatkinson,KNOCKED UP 
1248480,4,1995850332,Mon Jun 01 14:08:40 PDT 2009,NO_QUERY,afef,off to read the last few pages of my book  nitey!
1248640,4,1995874402,Mon Jun 01 14:10:55 PDT 2009,NO_QUERY,Jaydeeman2009,@daisypops lol I'm waiting for the crude ones from u  x
1248800,4,1995937780,Mon Jun 01 14:16:48 PDT 2009,NO_QUERY,WeddingIdeas2,@MrsHz I often wonder if &quot;simple&quot; and &quot;wedding&quot; can go together!  Good luck 2 u. Hope it is as wonderful as you dream
1248960,4,1995958635,Mon Jun 01 14:18:48 PDT 2009,NO_QUERY,diem_thuyen,@pixiedusty hi bi!  i love you!
1249120,4,1996003846,Mon Jun 01 14:23:02 PDT 2009,NO_QUERY,jupersichetti,"@PerezHilton you already know it.. but perez, your so funny! brazil loves you "
1249280,4,1996044659,Mon Jun 01 14:26:54 PDT 2009,NO_QUERY,amure1991,@kellywilliams4 me am not having anything just watching the news 
1249440,4,1996068412,Mon Jun 01 14:29:10 PDT 2009,NO_QUERY,skuczma31,reality sucks GOING back to VEGAS 
1249600,4,1996110522,Mon Jun 01 14:33:03 PDT 2009,NO_QUERY,kelserzz15,@billyraycyrus YEEE doggies!!! 
1249760,4,1996134507,Mon Jun 01 14:35:17 PDT 2009,NO_QUERY,bethkorn,@Tiff_n_Terr i totally understand! you will totally be there in spirit 
1249920,4,1996192721,Mon Jun 01 14:40:54 PDT 2009,NO_QUERY,Godfatheroflove,@nando623 U can come mop the Empire if you're Bored 
1250080,4,1996215761,Mon Jun 01 14:43:08 PDT 2009,NO_QUERY,Galfraktica,@PugDography Thanks I thought it was rather funny and appropriate too. 
1250240,4,1996255598,Mon Jun 01 14:47:02 PDT 2009,NO_QUERY,fishcraik,"@yayitsme Aww, I like it! "
1250400,4,1996295389,Mon Jun 01 14:50:54 PDT 2009,NO_QUERY,LJisoffthechain,"@ddlovato the things ya say are always so true!   and i loveee your bg, haha"
1250560,4,1996311682,Mon Jun 01 14:52:31 PDT 2009,NO_QUERY,Collette87,"@helenthornber Night chick, your in the suitcase remember!  xxx"
1250720,4,1996356950,Mon Jun 01 14:57:02 PDT 2009,NO_QUERY,rochelledancel,My Mum has just made my favourite dessert ever: almond milk jelly and lychees 
1250880,4,1996379117,Mon Jun 01 14:59:17 PDT 2009,NO_QUERY,asondra,Quitting time. 
1251040,4,1996420148,Mon Jun 01 15:03:15 PDT 2009,NO_QUERY,GlennaBean,@ebassman ~ Ha ha ha!!! That is funny 
1251200,4,1996459112,Mon Jun 01 15:07:08 PDT 2009,NO_QUERY,MsPaigeMusic,@THEGREATZEEE Thanks 
1251360,4,1996496430,Mon Jun 01 15:10:57 PDT 2009,NO_QUERY,ameliie0_o,is woundering if Bo Burnham is single 
1251520,4,1996519747,Mon Jun 01 15:13:20 PDT 2009,NO_QUERY,Christiegarcia,@jasonmitchener Oh Praise God!!  thats wonderfull to hear my frien d!! 
1251680,4,1996554496,Mon Jun 01 15:16:53 PDT 2009,NO_QUERY,JossieGee,@blondiegal397 Haha! Awesome! Nicks voice sounds so sexy at that part! 
1251840,4,1996594812,Mon Jun 01 15:21:04 PDT 2009,NO_QUERY,Jaye_RocZ,@MiiSSJASMiNE look @ it as a chess board..thanks for following me! 
1252000,4,1996616522,Mon Jun 01 15:23:21 PDT 2009,NO_QUERY,MorganJoAnn,I only want him for his penis 
1252160,4,1996653782,Mon Jun 01 15:27:15 PDT 2009,NO_QUERY,hustonharshaw,@ddlovato I'm thinkin you should do a Kelly cover on the tour? 
1252320,4,1996690576,Mon Jun 01 15:31:06 PDT 2009,NO_QUERY,crustyjuggler72,"@uppercanuck Yeah. Me, neither. "
1252480,4,1996712299,Mon Jun 01 15:33:25 PDT 2009,NO_QUERY,parator,http://twitpic.com/6fgch - paramore and myself! 
1252640,4,1996748263,Mon Jun 01 15:37:15 PDT 2009,NO_QUERY,leehere,ÐœÐ¾Ñ?Ñ‚ Email - slavchev94 [at] gmail [dot] com - Ð¿Ð¸ÑˆÐµÑ‚Ðµ Ð±Ðµ Ð½Ðµ Ð¼Ðµ Ð¶Ð°Ð»ÐµÑ‚Ðµâ€¦.  http://tumblr.com/xvz1xc2g6
1252800,4,1996784518,Mon Jun 01 15:41:09 PDT 2009,NO_QUERY,ashleystardust,@JessiKawaii i love the show beautiful people! but of course it wouldnt surprise me that we both would like it. 
1252960,4,1996805702,Mon Jun 01 15:43:26 PDT 2009,NO_QUERY,jupiter95,catching up with a friend... 
1253120,4,1996841236,Mon Jun 01 15:47:16 PDT 2009,NO_QUERY,RosieMayen,Swam alot! Tirrreeed 
1253280,4,1996862182,Mon Jun 01 15:49:35 PDT 2009,NO_QUERY,vickiessecret25,@EyeCatchingJess I'm sure you look great in bathing suits! Dont hide in a cave lol..yay summer is here 
1253440,4,1996898166,Mon Jun 01 15:53:28 PDT 2009,NO_QUERY,Benniboy22,@Anneli76 hehe i do yoga when im stressed/annoyed etc. helps lots 
1253600,4,1996933725,Mon Jun 01 15:57:21 PDT 2009,NO_QUERY,MRSNFL,MY NEW TWITTER ACCOUNT  WOW THIS IS OKAY..... SOMETHING TO DO ON MY DAYS OFF
1253760,4,1996955066,Mon Jun 01 15:59:40 PDT 2009,NO_QUERY,ejhildreth,"@Kelly208 Lashing out? Maybe a little. As for a win, I don't think so. We aren't in the first rounds of #twitterlympics yet! "
1253920,4,1996991719,Mon Jun 01 16:03:30 PDT 2009,NO_QUERY,alexisrobinson, awesome day! soooooooooooooo happy &lt;3
1254080,4,1997027973,Mon Jun 01 16:07:23 PDT 2009,NO_QUERY,danois88,is at the baseball game with his awesome gf kara! 
1254240,4,1997048401,Mon Jun 01 16:09:39 PDT 2009,NO_QUERY,dennis93q,Is it wrong to rock out to Vanessa Carlton on the Penn turnpike...? Karaoke style!!? 
1254400,4,1997084576,Mon Jun 01 16:13:31 PDT 2009,NO_QUERY,beckuhk,Trying to win tickets for the bbash.... 
1254560,4,1997120059,Mon Jun 01 16:17:21 PDT 2009,NO_QUERY,JessikaBrandie,sweet_ kryptonite!ilove that song 
1254720,4,1997142488,Mon Jun 01 16:19:44 PDT 2009,NO_QUERY,nateritter,@DowntownRob Coolio. Thanks bro. 
1254880,4,1997178244,Mon Jun 01 16:23:31 PDT 2009,NO_QUERY,HappyMomAmy,@Decotta no problem at all!  I hope it's working for you soon! tech problems are the worst.
1255040,4,1997213994,Mon Jun 01 16:27:22 PDT 2009,NO_QUERY,Tacobags,"Lastnite &gt;25 straight wins &amp; made friends  Rob, Chris, Bronco, Taylor, Eric, Mike, Merle. Only gave up 4 pts in 4 games to Matt/Brian @4p"
1255200,4,1997236094,Mon Jun 01 16:29:42 PDT 2009,NO_QUERY,AryanaDivine,Free monthly repatterning tonight also @ 5 PDT :  http://cli.gs/PPda2n u can proxy in if can't be there live 
1255360,4,1997272515,Mon Jun 01 16:33:28 PDT 2009,NO_QUERY,mumof_3girls,in ringwood already - thanks eastlink 
1255520,4,1997309348,Mon Jun 01 16:37:29 PDT 2009,NO_QUERY,angelinaxsays,jordin sparks in 5 days &amp; graduation in 10. life's good 
1255680,4,1997330690,Mon Jun 01 16:39:46 PDT 2009,NO_QUERY,jaaaninejorge,watching UP in 3D!!! 
1255840,4,1997368383,Mon Jun 01 16:43:41 PDT 2009,NO_QUERY,seasidesunrise,Baking cookies for some awesome people. 
1256000,4,1997398117,Mon Jun 01 16:46:47 PDT 2009,NO_QUERY,Punkydeeps90,@jisellex197  lol at Dimey and Celine!
1256160,4,1997427415,Mon Jun 01 16:49:54 PDT 2009,NO_QUERY,vernajast,"In a surprise turn of events, looks like I'll be in SF for YaoiCon this year with @moiyahatake!  Anyone else going?"
1256320,4,1997464185,Mon Jun 01 16:53:49 PDT 2009,NO_QUERY,_lynnmarie_,@GeeBears96 i have a feeling i'll be having weekend retreats in ruidoso quite often 
1256480,4,1997500325,Mon Jun 01 16:57:41 PDT 2009,NO_QUERY,amynicola_ox,watching i'm a celebrity get me out of here...purely to see how heidi &amp; spencer will handle it haha 
1256640,4,1997516639,Mon Jun 01 16:59:24 PDT 2009,NO_QUERY,barefoot_exec,Thanks for all your notes - I am aware that my avatar has been kidnapped by Twitter  Hopefully it's just a tech hiccup &amp; will be back soon
1256800,4,1997560908,Mon Jun 01 17:03:51 PDT 2009,NO_QUERY,xVanessaAbramsx,Laughing at myself. 
1256960,4,1997598378,Mon Jun 01 17:07:42 PDT 2009,NO_QUERY,TelisaAnne,@hegmg i think it was a greet! and that was goood! 
1257120,4,1997619169,Mon Jun 01 17:09:55 PDT 2009,NO_QUERY,YetzieLovesVFC,"@thomasfiss hey budddddy  you should totally follow me, please?! i've gotten you alot of followers i swear."
1257280,4,1997676392,Mon Jun 01 17:15:53 PDT 2009,NO_QUERY,blellow,"@Arktist oh yeah, I'm sure! hope it gets cooler for u in SoCal "
1257440,4,1997712931,Mon Jun 01 17:19:43 PDT 2009,NO_QUERY,tammy_bee,had a good day today... put some extra hours in at work.. &amp; about to call it a movie night. 
1257600,4,1997736059,Mon Jun 01 17:22:04 PDT 2009,NO_QUERY,chirleman,@KekonaGirl  Thanks!  Are you prepared? 
1257760,4,1997772925,Mon Jun 01 17:25:57 PDT 2009,NO_QUERY,lilpaowow,- With my boys! &lt;3 
1257920,4,1997810021,Mon Jun 01 17:29:49 PDT 2009,NO_QUERY,Surrah84,Yay new clothes always make me feel better. 
1258080,4,1997829806,Mon Jun 01 17:31:45 PDT 2009,NO_QUERY,memoriesbymicha,Yay! My mother in law is on twitter  @jeverett61
1258240,4,1997870917,Mon Jun 01 17:35:59 PDT 2009,NO_QUERY,wokeupinrayn,http://twitpic.com/6fp7t - @tragicx01 did you see this??? Haha.. new US magazine.. 
1258400,4,1997908567,Mon Jun 01 17:40:00 PDT 2009,NO_QUERY,MrRobbyM,"@billbeckett FINALLY! YAY, ive been missing TAITV "
1258560,4,1997930968,Mon Jun 01 17:42:16 PDT 2009,NO_QUERY,FAESHAE,i have to be at a wedding rehearsal tty guys later 
1258720,4,1997965092,Mon Jun 01 17:45:50 PDT 2009,NO_QUERY,johnspears22,@MichaelRibezzo PLEASE CHECK THIS PIC AND COMMENT   http://twitpic.com/6fl6k ME IN A MAGAZINE OF MY CITY brit related@dwayneparker
1258880,4,1998006263,Mon Jun 01 17:50:05 PDT 2009,NO_QUERY,EmMold,Im goin on an NCIS kick then sleeping. Twoo of my favorie things 
1259040,4,1998028687,Mon Jun 01 17:52:20 PDT 2009,NO_QUERY,FrankEves,@AndrewKirchner Thanks for writing Andrew. It's always nice to be first.  It's unlikely that I'll be the last MD you encounter on Twitter.
1259200,4,1998066186,Mon Jun 01 17:56:11 PDT 2009,NO_QUERY,_jeremybaril,@sueupton im watching too. and wearing my DMB shirt 
1259360,4,1998105508,Mon Jun 01 18:00:09 PDT 2009,NO_QUERY,KellyShibari,"@cynicalvillain Ooh, whatcha makin'? "
1259520,4,1998129471,Mon Jun 01 18:02:26 PDT 2009,NO_QUERY,PercythePigeon,@TooncesCat night 
1259680,4,1998162784,Mon Jun 01 18:05:45 PDT 2009,NO_QUERY,FENpromos,@ronioslip Thanks for the #MusicMonday  [ not E3 ] love 
1259840,4,1998206958,Mon Jun 01 18:10:11 PDT 2009,NO_QUERY,lindab142,@heathenshearth Congrats on being in the Top 10! 
1260000,4,1998229911,Mon Jun 01 18:12:27 PDT 2009,NO_QUERY,krystal_xo15,"wooh, i love @mileycyruss! i actuallly just saw her win her awardd "
1260160,4,1998269810,Mon Jun 01 18:16:22 PDT 2009,NO_QUERY,Gothess,Omw home. So hungry. Arroz con gandules and salmon from yesterday are waiting for me. 
1260320,4,1998328753,Mon Jun 01 18:22:11 PDT 2009,NO_QUERY,sarahjbates,@NKOTBahamas2009 my Husband would be one happy guy if they had never gotten together.      I would be upset.
1260480,4,1998373008,Mon Jun 01 18:26:31 PDT 2009,NO_QUERY,joejonaslove,Photobucket time. yes be scared.  (JBPO)
1260640,4,1998410252,Mon Jun 01 18:30:10 PDT 2009,NO_QUERY,ekubaby01,Just made some of the best fudge crownier ever! Wanna come try some? 
1260800,4,1998452141,Mon Jun 01 18:34:17 PDT 2009,NO_QUERY,n9tog,@UberTwiter thanks. I've turned on a lot of people to UT recently!!   Any plans for a next release??  Thanks  http://myloc.me/2kaf
1260960,4,1998475024,Mon Jun 01 18:36:36 PDT 2009,NO_QUERY,ryanstewart,@thinman yeahhhhh mate  Let us know how the rebuild goes. Are you going to blog the pains and pleasures?
1261120,4,1998533229,Mon Jun 01 18:42:29 PDT 2009,NO_QUERY,MyInnerSexFiend,@softtouchme I wouldn't want you to fuck him...I'll do that happily 
1261280,4,1998592501,Mon Jun 01 18:48:23 PDT 2009,NO_QUERY,lolitacarrico,@sthrnfairytale fairy tacos! Love that 
1261440,4,1998615414,Mon Jun 01 18:50:37 PDT 2009,NO_QUERY,Mhelp2U,@ponzarelli: If you really want some relaxing music for your Zune check out an artist called Chicane.  Superb! Great for relaxing 
1261600,4,1998654115,Mon Jun 01 18:54:30 PDT 2009,NO_QUERY,TheWhaleBaby,Finally ordered the Catstronaut shirt 
1261760,4,1998693606,Mon Jun 01 18:58:26 PDT 2009,NO_QUERY,SydnieTaylorAna,Watching Maneater on lifetime... It's my guilty pleasure dont judge me 
1261920,4,1998717877,Mon Jun 01 19:00:43 PDT 2009,NO_QUERY,bree8014,Got my phone back.  Watching Bring It On 
1262080,4,1998757413,Mon Jun 01 19:04:33 PDT 2009,NO_QUERY,LeMiless,@Lucyvonne11 I count on it. I so often need proper motivation to focus long enough to write some of my thoughts down .. 
1262240,4,1998797294,Mon Jun 01 19:08:25 PDT 2009,NO_QUERY,random_nexus,@chaoschick13    I admire people who can make inanimate objects (particularly anything to do with cars) obey them.
1262400,4,1998820083,Mon Jun 01 19:10:38 PDT 2009,NO_QUERY,OneShotBeyond,@ChristianPF = Nintendo Wii Giveaway...Enter to Win! 
1262560,4,1998860237,Mon Jun 01 19:14:36 PDT 2009,NO_QUERY,Taylor_x3,goodnight! 
1262720,4,1998891379,Mon Jun 01 19:17:38 PDT 2009,NO_QUERY,monique08618,@freshone2luv.. ok thanks 
1262880,4,1998921224,Mon Jun 01 19:20:38 PDT 2009,NO_QUERY,RynGarcia,@eight7teen Hey wanna hear how to get the bank acct? Wire me 1  and ill wire you 1  and then they will be open  49694
1263040,4,1998957866,Mon Jun 01 19:24:23 PDT 2009,NO_QUERY,iCONtips,@bevysmith -I freelance out of Atlanta. @modamouth serves as a mentor to me! He tells me that ur a beautiful spirit. I can now see why! 
1263200,4,1998996495,Mon Jun 01 19:28:09 PDT 2009,NO_QUERY,bootstrapper,"@gina_bruno, welcome to Twitter! Might want to follow: @washingtonian, @robdyrdek, @sportsguy33, @cnnbrk, @redsoxgame, @premiumoutlets  "
1263360,4,1999020657,Mon Jun 01 19:30:31 PDT 2009,NO_QUERY,beiiinah,talking with Margarette on the phone for about 10 minutes. 
1263520,4,1999059748,Mon Jun 01 19:34:24 PDT 2009,NO_QUERY,SallyMesser,"@armsofrapture you checking out jk.net, sooo many pics and vidsss "
1263680,4,1999084475,Mon Jun 01 19:36:54 PDT 2009,NO_QUERY,tianamayumi,@DiscoverHawaii nice!  i'd like to feature this on somuchmorehawaii.com if that's ok with you. 
1263840,4,1999121017,Mon Jun 01 19:40:39 PDT 2009,NO_QUERY,candysnap,@emilyfreeman I'm developing a project for iphone and the web. Would love to know more 
1264000,4,1999156908,Mon Jun 01 19:44:20 PDT 2009,NO_QUERY,Theheartsong,@pastelpastel Thanks for the updates for those of us who can't hear it!! 
1264160,4,1999182524,Mon Jun 01 19:46:57 PDT 2009,NO_QUERY,kariburr,@jakeashley Please tell me it's you guys. 
1264320,4,1999219133,Mon Jun 01 19:50:40 PDT 2009,NO_QUERY,Siddeley,@steverino56 Loving the weather today - it has been beautiful and I am blessed to work from home where I can open windows &amp; doors 
1264480,4,1999254876,Mon Jun 01 19:54:21 PDT 2009,NO_QUERY,chemicalpink,"@mc_lars Awww, I'm you. "
1264640,4,1999280063,Mon Jun 01 19:56:59 PDT 2009,NO_QUERY,izzygalvez,"@SeeJustWhereIAm Hey!  I bought my domain for $10.00 a year. I thought it was a good deal, and Blogger did all the setup for me."
1264800,4,1999317855,Mon Jun 01 20:00:43 PDT 2009,NO_QUERY,MyInnerJuCJuice,@Yessica_Rabbit   Everything alright?  How are the kiddies?
1264960,4,1999353799,Mon Jun 01 20:04:25 PDT 2009,NO_QUERY,chisaikame,@Gen215 pls do not hesitate to link us to a picture of you in a piglet costume. 
1265120,4,1999378526,Mon Jun 01 20:06:54 PDT 2009,NO_QUERY,Gen22,@FutureisClear I can see why @jaspercullen is 'mad' about you! 
1265280,4,1999415661,Mon Jun 01 20:10:45 PDT 2009,NO_QUERY,ThelastDoctor,"@khali_blache Ooh, could ya link me to the page cos I lost it? "
1265440,4,1999452155,Mon Jun 01 20:14:33 PDT 2009,NO_QUERY,swankycyn,"@Pretty23rd oh boy...hear u go wit the darkskin phobia lol...I'm good, staying out of trouble "
1265600,4,1999475898,Mon Jun 01 20:17:03 PDT 2009,NO_QUERY,josephboyer,"Coffee w/ @niki_nic  maybe I'll hit the gym after, Christy got me all motiovated"
1265760,4,1999512800,Mon Jun 01 20:20:54 PDT 2009,NO_QUERY,Seramic,@amylovesoliver Good thing I switched to watermelon. Then you can slice and share. Use those Japanese knives of @excite108. 
1265920,4,1999549522,Mon Jun 01 20:24:49 PDT 2009,NO_QUERY,Sophiabiabia,@dwightjaynes haha it's all good mr jaynes ... 
1266080,4,1999571641,Mon Jun 01 20:27:07 PDT 2009,NO_QUERY,Kevirus,"@betters Ooooh, sounds complicated and techy. "
1266240,4,1999610029,Mon Jun 01 20:30:59 PDT 2009,NO_QUERY,Gillchick32,"@crystalchappell said Calidornia to my Professor today, I'm a senior in college...*shakes head*...thanks Crystal!  HAHAHA!"
1266400,4,1999647580,Mon Jun 01 20:34:50 PDT 2009,NO_QUERY,juggers101,soooo excited.. my mommy will be here on wednesday i havent seen her since march.. ive missed her 
1266560,4,1999669590,Mon Jun 01 20:37:05 PDT 2009,NO_QUERY,niniane,"i wonder if xbox project natal will spawn a line of exercise games, to compete with wii fit.  maybe I should make one "
1266720,4,1999708258,Mon Jun 01 20:41:00 PDT 2009,NO_QUERY,teuni,@xoxMeAnnexox partying is overrated! do what you have to do first. 
1266880,4,1999745410,Mon Jun 01 20:44:49 PDT 2009,NO_QUERY,astrudweh,@David_Henrie he's soooooo cute. *hugs* 
1267040,4,1999766976,Mon Jun 01 20:47:10 PDT 2009,NO_QUERY,sheenaburns,@NaomiV Tag you're it! 
1267200,4,1999802867,Mon Jun 01 20:51:05 PDT 2009,NO_QUERY,AustinWelborn,@souljaboytellem EMAIL Free***! Im a PRO. if you want me too i could make one for free or for money  email me at austinwelborn@live.com 
1267360,4,1999836845,Mon Jun 01 20:54:53 PDT 2009,NO_QUERY,jessgeoghan,Oh my. I am very bad at Twitter. Looking forward to Friday 
1267520,4,1999857635,Mon Jun 01 20:57:10 PDT 2009,NO_QUERY,taimusik,@NINOBROWN1 i might go for the tusin'.. doesn't that have some alcohol in it? 
1267680,4,1999896136,Mon Jun 01 21:01:16 PDT 2009,NO_QUERY,Jezenia,@djohnsonsings LOL..yea but hopefully not for long 
1267840,4,1999930892,Mon Jun 01 21:05:08 PDT 2009,NO_QUERY,koolerbeans,@tineymarie haha! bad tin!  i never took leno 4granted. he's hilarious. i'm glad he's carrying over headlines &amp; jaywalking 2 his primetime
1268000,4,1999964743,Mon Jun 01 21:08:59 PDT 2009,NO_QUERY,tinaeclark,@kjbmusic  Thanx...u inspire me as well..I watch what u do and how hard u work and I marvel at your drive and determination. Thank you. 
1268160,4,1999985594,Mon Jun 01 21:11:17 PDT 2009,NO_QUERY,missjjay,Thanks.... 
1268320,4,2000019181,Mon Jun 01 21:15:09 PDT 2009,NO_QUERY,saragiessen,"@helloevv will do, lovey. "
1268480,4,2000053139,Mon Jun 01 21:19:05 PDT 2009,NO_QUERY,WalkingHorse,~~Red Hot Chili Peppers &quot;Scar Tissue&quot;~~   â™« http://blip.fm/~7h258
1268640,4,2000073246,Mon Jun 01 21:21:24 PDT 2009,NO_QUERY,lewlewww,praise the Lord for very best friends! just picked mine up from the airport. 
1268800,4,2000105524,Mon Jun 01 21:25:18 PDT 2009,NO_QUERY,superjokes,"picture #100!!!!!!!!     also, threadless is having a $5 sale.  WIN. ... http://tinyurl.com/nwngyd"
1268960,4,2000136236,Mon Jun 01 21:29:05 PDT 2009,NO_QUERY,GabbyLucia,omg so sad? marley dies?? not quite the ending i had been hoping for... hills finale rerun 
1269120,4,2000156095,Mon Jun 01 21:31:24 PDT 2009,NO_QUERY,thatgirlallie,Having troubles waking up in the morning? Be like me and chug a HUGE glass of water before bed... you'll have no more troubles!! 
1269280,4,2000188577,Mon Jun 01 21:35:20 PDT 2009,NO_QUERY,permanently,yay it works 
1269440,4,2000218576,Mon Jun 01 21:39:02 PDT 2009,NO_QUERY,phatelara,@anefallarme Lol! That's C's surname. 
1269600,4,2000256228,Mon Jun 01 21:43:43 PDT 2009,NO_QUERY,eriiikaxo,laying in bed. watching viva la bam. dwelling on today's events. it's all goood. 
1269760,4,2000287778,Mon Jun 01 21:47:41 PDT 2009,NO_QUERY,SoulAfrodisiac,"@Inkognegro LOL Lucky for you, that is the one that I wanted anyhow!  Can't drive and don't want the ugly furniture. "
1269920,4,2000316922,Mon Jun 01 21:51:25 PDT 2009,NO_QUERY,trisarahtops7,somethings gotta give....great movie 
1270080,4,2000335153,Mon Jun 01 21:53:48 PDT 2009,NO_QUERY,danielbedford,@stillpixels welcome to my world....no official denied email for Lily yet  hope I sent it to the right person - s'ok we're still awesome
1270240,4,2000366242,Mon Jun 01 21:57:46 PDT 2009,NO_QUERY,joshlewinstuff,@demlips poor baby! ps- ate at chik-fil-a today thanks to you 
1270400,4,2000396845,Mon Jun 01 22:01:34 PDT 2009,NO_QUERY,eladmeidar,@NeoSwf you offer? 
1270560,4,2000415068,Mon Jun 01 22:03:59 PDT 2009,NO_QUERY,taylorbrianna,I could stay up all night listening to music...BEST.THING. EVER.  
1270720,4,2000444204,Mon Jun 01 22:07:45 PDT 2009,NO_QUERY,LorieAHuston,@suite101 slow but sure. I'm think I'm getting the hang of it. Thanks for the &quot;push&quot; 
1270880,4,2000472916,Mon Jun 01 22:11:36 PDT 2009,NO_QUERY,AshleighArsenic,@SunSetsNorth i feel better now. My pockets are less empty and my tummy is more full 
1271040,4,2000490395,Mon Jun 01 22:14:01 PDT 2009,NO_QUERY,Tinga_please,"Just back from &quot;Up&quot; in 3D, again amazing "
1271200,4,2000518459,Mon Jun 01 22:17:54 PDT 2009,NO_QUERY,PIKASTARRR,VIDEOCHATTING WITH EMILY! 
1271360,4,2000546290,Mon Jun 01 22:21:43 PDT 2009,NO_QUERY,MonkyMagic,@earphoria dangs! Sure u'll do good. And hope you doin good in ur exam today!!  LoL at stench makin everyone else fail! *fingers crossed*!
1271520,4,2000562477,Mon Jun 01 22:24:01 PDT 2009,NO_QUERY,paulagroenink,@Cortnee4Christ 
1271680,4,2000589660,Mon Jun 01 22:27:53 PDT 2009,NO_QUERY,SonicFoundation,"@alanadale should restart your phone once a day, and always after dl'ing apps  "
