,index,0,1,2,3,4,5
522,5221,4,1558142197,Sun Apr 19 07:24:42 PDT 2009,NO_QUERY,cinderella_09,@NickJonas_92 hey..how are you? @GinnyMPotter hey gin 
523,5231,4,1558588131,Sun Apr 19 08:49:46 PDT 2009,NO_QUERY,FDgirl,"is spending her morning listening to the Phantom of the Opera and doing paperwork by hand, because the computers fail. "
524,5241,4,1559068972,Sun Apr 19 10:10:24 PDT 2009,NO_QUERY,imogenfrost,@JadeLovesJB no not yet if you go on beccas they are on there 
525,5251,4,1559611169,Sun Apr 19 11:35:37 PDT 2009,NO_QUERY,sheraya,"is researching the aerodynamics of bees... hmmm, interesting!!  Learning something new everyday is refreshing "
526,5261,4,1563493107,Sun Apr 19 23:02:51 PDT 2009,NO_QUERY,mandemedusa,Say NO to 420! ....just kidding. 
527,5271,4,1563830327,Mon Apr 20 00:27:43 PDT 2009,NO_QUERY,pandalover263,"1) Is realllllllly tired. 2) Has a little tummyache? :/ 3) Wish Mathias would wake the fuck up xD 4) Happy four month, babe, love you "
528,5281,4,1564120685,Mon Apr 20 01:52:49 PDT 2009,NO_QUERY,chaylock,"from now on, i will tweet only in #english "
529,5291,4,1564384762,Mon Apr 20 03:13:57 PDT 2009,NO_QUERY,strawdonkey,"@jcafarley I'm not sure if you can say the same for FFXI, but PSU doesn't require a gold sub - only the monthly sub. Just a minor point "
530,5301,4,1564711833,Mon Apr 20 04:38:57 PDT 2009,NO_QUERY,Emoly_,Guys Heres A Randomn Useless Fact : It Only Says 'Girl' In The Bible once 
531,5311,4,1565163999,Mon Apr 20 06:04:11 PDT 2009,NO_QUERY,sssemester,"@zigged Had I known the Blip.fm addiction was to become so hardcore, I wouldn't have ever introduced you to its sweet, seductive allure. "
532,5321,4,1565725915,Mon Apr 20 07:25:09 PDT 2009,NO_QUERY,gorlu,@holidayhouston I am officially tweeting 
533,5331,4,1573046492,Mon Apr 20 23:30:38 PDT 2009,NO_QUERY,MrsNaeBaby,@CarinaK GOOD DEAL 
534,5341,4,1573384211,Tue Apr 21 00:55:29 PDT 2009,NO_QUERY,TheTransmitter,@enricoNT  just messing with you 
535,5351,4,1573669630,Tue Apr 21 02:16:38 PDT 2009,NO_QUERY,StaceSpice,has just got up + is eating breakfast 
536,5361,4,1573967706,Tue Apr 21 03:41:39 PDT 2009,NO_QUERY,susanneanette,@djhomeless The first day is worst. I've been without coffee for weeks now and I'm fine 
537,5371,4,1675999406,Fri May 01 20:50:29 PDT 2009,NO_QUERY,JonsGermanGirl,@jonathanrknight AND just in case ur wondering which video is mine ;-) here s the link http://tinyurl.com/df25t7 
538,5381,4,1676484229,Fri May 01 22:10:59 PDT 2009,NO_QUERY,myownweaknesses,@broken_thought  Awesome! I'm glad ya did 
539,5391,4,1676890478,Fri May 01 23:35:50 PDT 2009,NO_QUERY,talktomeimfat,@angelabelle ohh yeaaaa haha. Dodgers fireworks was better!! 
540,5401,4,1677206047,Sat May 02 00:56:19 PDT 2009,NO_QUERY,OuttheOtherSide,@COCKnBULLcomic  Thank you for sharing the love! I'm glad that you dig the work 
541,5411,4,1677489559,Sat May 02 02:21:02 PDT 2009,NO_QUERY,torijadee,"has frozen feet and a swallon thumb. ohh, the joys of mother nature "
542,5421,4,1677735528,Sat May 02 03:42:02 PDT 2009,NO_QUERY,Koppite4004,@Metal_Rocks  That would be nice. Throw in a couple if injuries and we're in!! 
543,5431,4,1678012875,Sat May 02 05:06:49 PDT 2009,NO_QUERY,BrittaniRae,@carmenschneider yeeessssss you are!!! congratulations cousin!! I am there in spirit. Love youuu!!! You did it!!! 
544,5441,4,1678363180,Sat May 02 06:27:49 PDT 2009,NO_QUERY,Shenali_93,@NadiaFN heyy i just saw that david archuleta replied 2 u.. do u know him personally?? ur soo lucky!!! 
545,5451,4,1678877558,Sat May 02 07:57:53 PDT 2009,NO_QUERY,PFlahertyPagan,loved Notorious at the Art Deco Theater last night! How pretty was Cary Grant? 
546,5461,4,1679454167,Sat May 02 09:23:39 PDT 2009,NO_QUERY,DaeHyunKim,"@leemongrassy try listening to some Big Bang, 2PM, 2AM, Epik High for some kpop needs "
547,5471,4,1680346894,Sat May 02 11:28:18 PDT 2009,NO_QUERY,gigitastic,@aleciadc i have no idea where my copy of her cd is... BUT i'm bringing you something MUCH better 
548,5481,4,1684820838,Sat May 02 22:08:56 PDT 2009,NO_QUERY,sn00zle,Is looking forward to a visit from Katie tomorrow 
549,5491,4,1685219736,Sat May 02 23:30:11 PDT 2009,NO_QUERY,Aprilblanche,@DNDGod lmao thanks 
550,5501,4,1685554916,Sun May 03 00:55:35 PDT 2009,NO_QUERY,Deva09IAME,"Depending on what time zone you are, good morning/good nite..lol til later First Sunday loves to all my ppls and twippls "
551,5511,4,1685838265,Sun May 03 02:20:54 PDT 2009,NO_QUERY,vidhi82,wat a relaxing sunday... ahh its lovely  ;)
552,5521,4,1686091211,Sun May 03 03:42:39 PDT 2009,NO_QUERY,moose73,@Custardcuppcake ony the insistance of following &quot;nicole&quot; because she is sooo cool 
553,5531,4,1686372687,Sun May 03 05:08:17 PDT 2009,NO_QUERY,MissWest,@SarahMoran you should try working for them! haha ... nah ... just trying the bitter ex-employee bit. It doesn't suit me!  ... Norway?
554,5541,4,1686709747,Sun May 03 06:29:42 PDT 2009,NO_QUERY,MelissaWOOF,"@Hailz84 Oh, my mum likes that show,  Thanks "
555,5551,4,1687154601,Sun May 03 07:55:31 PDT 2009,NO_QUERY,Jensouraus,"listening to my ipod and in the car, on my way back from tampa! i missed you guys "
556,5561,4,1687763763,Sun May 03 09:31:50 PDT 2009,NO_QUERY,EmilyRMRosa,Jonas- show-so funny 
557,5571,4,1689009581,Sun May 03 12:25:02 PDT 2009,NO_QUERY,angela_woo,back from a awesome day out with my family..what a beautiful spring day! 
558,5581,4,1691344410,Sun May 03 17:39:12 PDT 2009,NO_QUERY,mizzzcharlotte,hittn the books w D baby 
559,5591,4,1692257103,Sun May 03 19:36:30 PDT 2009,NO_QUERY,fantomaster,"@desireewilliams Hard to argue with it, tho, no? "
560,5601,4,1692888734,Sun May 03 21:01:37 PDT 2009,NO_QUERY,Streyeder,@DCdebbie Don't blame me! Maybe you should figure out a good time to get together and watch it. 
561,5611,4,1693379040,Sun May 03 22:22:08 PDT 2009,NO_QUERY,davidchoimusic,"@danielszetho if lyrics don't come out, FORCE IT OUT! "
562,5621,4,1693787225,Sun May 03 23:46:50 PDT 2009,NO_QUERY,we_the_court_02,better get to bed then. goooodnight 
563,5631,4,1694109928,Mon May 04 01:07:43 PDT 2009,NO_QUERY,imjoie,Ill have a photo up tomorrow! Kay 
564,5641,4,1694420567,Mon May 04 02:32:47 PDT 2009,NO_QUERY,StevenMcD,"@cathjenkin when I see all the moms' on twitter and their tweets, I know its gonna be worth ir "
565,5651,4,1694745378,Mon May 04 03:57:46 PDT 2009,NO_QUERY,brittanytastic,@girltrumpet yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...
566,5661,4,1695137775,Mon May 04 05:18:53 PDT 2009,NO_QUERY,mareenshere,watching spongebob 
567,5671,4,1695693132,Mon May 04 06:44:11 PDT 2009,NO_QUERY,buffyc,"@The_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks "
568,5681,4,1750966465,Sat May 09 18:20:55 PDT 2009,NO_QUERY,OCLobster,@Lil_Heidi_V  Thank you pretty lady.
569,5691,4,1751574307,Sat May 09 19:46:09 PDT 2009,NO_QUERY,jessdecutie18,Watching Groove the movie with @mikecase my hubby! 
570,5701,4,1752157060,Sat May 09 21:11:06 PDT 2009,NO_QUERY,Lurrelle,"@ReBeLR My day was cool, a lil twisted...  I won't spam twitter like I did last week tho."
571,5711,4,1752646871,Sat May 09 22:31:52 PDT 2009,NO_QUERY,Krsmoma,@cubbygraham I wanna come!!! How come u didn't invite me! 
572,5721,4,1753050850,Sat May 09 23:56:44 PDT 2009,NO_QUERY,cprsumalinog,"If someone have a friendster profy!,.just add me!,.ayt!?,.lol!,.http://bit.ly/UsPlN ! "
573,5731,4,1753380904,Sun May 10 01:21:29 PDT 2009,NO_QUERY,_justjimmy,@reags_ that's why twitter rocks! 
574,5741,4,1753649220,Sun May 10 02:42:36 PDT 2009,NO_QUERY,andykoom,Yay Happy Mother's Day  #fb
575,5751,4,1753919065,Sun May 10 04:07:35 PDT 2009,NO_QUERY,toplevel,@AlohaArleen Read your article on Mashable &quot;7 Ways to Create Your Own Social Start Page&quot; .. You're my ambassador of Kwan 
576,5761,4,1754222515,Sun May 10 05:28:36 PDT 2009,NO_QUERY,Ashley_Palmer88,@Shontelle_Layne have fun wished i was there!  
577,5771,4,1754627787,Sun May 10 06:53:50 PDT 2009,NO_QUERY,warebr,is twitter-ing 
578,5781,4,1755121606,Sun May 10 08:18:54 PDT 2009,NO_QUERY,Zeblue_Prime,...still =&gt; [Happy Mother's Day] for real for real for real this time! 
579,5791,4,1755641635,Sun May 10 09:39:26 PDT 2009,NO_QUERY,darkhorsegirl,"@RSC_Girl123 They didn't like my Benmont necklace that Lesa got me ='( (which broke...) I could handle being Emilu, but I like Em bettah. "
580,5801,4,1759425976,Sun May 10 19:11:07 PDT 2009,NO_QUERY,CamiBenamira,HAPPY MOTHERS DAY! 
581,5811,4,1760042296,Sun May 10 20:31:51 PDT 2009,NO_QUERY,Kait_lynnnn,"Greenday's CD comes out friday, Im stocked!!! Who else is? "
582,5821,4,1770747954,Mon May 11 22:08:22 PDT 2009,NO_QUERY,sabrinageek,"@csixty4 I've got a Mio 320 widescreen.  Not bad,but not great.Have to hack it to update maps not released by MIO. hackable tho, which is "
583,5831,4,1771187222,Mon May 11 23:29:04 PDT 2009,NO_QUERY,jodeorfe,jelly tots will be mosted asap 
584,5841,4,1792452677,Wed May 13 23:10:45 PDT 2009,NO_QUERY,bill_archie,@limheeian hey there 
585,5851,4,1792891708,Thu May 14 00:36:20 PDT 2009,NO_QUERY,Mechanical_Mind,@kateagreen LOL Are u slightly hungover this morning @tomagreen? 
586,5861,4,1793266392,Thu May 14 02:01:23 PDT 2009,NO_QUERY,ionebaloney,Rockwell in a few.  saizen heaven! 
587,5871,4,1793616668,Thu May 14 03:22:30 PDT 2009,NO_QUERY,starlighty,muhahahha i finally got my picture up 
588,5881,4,1794042776,Thu May 14 04:47:31 PDT 2009,NO_QUERY,iysnelle,david archuleta is so cuuuuutttteeeee  ilove him
589,5891,4,1794619334,Thu May 14 06:12:39 PDT 2009,NO_QUERY,mistermeester,"@MirandaBuzz Happy Birthday, Miranda! Hope you have a great day. "
590,5901,4,1795318451,Thu May 14 07:33:33 PDT 2009,NO_QUERY,axixe,@TonyTanCH Retail therapy is a wonderful and magical thing~~  My dad's in his mid 50s... I think he's playing Beyond!
591,5911,4,1822359788,Sat May 16 19:23:47 PDT 2009,NO_QUERY,gabrielamorato,I will sleep now! kisses 
592,5921,4,1822974953,Sat May 16 20:49:22 PDT 2009,NO_QUERY,stephieee420,That's laaaame!! Except for live long and prosper 
593,5931,4,1823541972,Sat May 16 22:15:10 PDT 2009,NO_QUERY,Stef015,long day...long day! but equally amazing  so glad i'm doing what i'm doing
594,5941,4,1823993010,Sat May 16 23:40:11 PDT 2009,NO_QUERY,jessyisthename,i love my friends! I enjoyed today  i'm going to sleep now... i feel really tired.
595,5951,4,1824367969,Sun May 17 01:04:57 PDT 2009,NO_QUERY,anamariadiaz,Good Morning 
596,5961,4,1824676193,Sun May 17 02:26:02 PDT 2009,NO_QUERY,antikewl,Fantastic! Thanks @abysmalred  http://tinyurl.com/o66z7j
597,5971,4,1824988913,Sun May 17 03:50:48 PDT 2009,NO_QUERY,frankastheimer,installed this new iphone app...pretty cool stuff  Soon biking with my wife...awesome weather today...have a great RELAXING sunday!!
598,5981,4,1825306392,Sun May 17 05:12:07 PDT 2009,NO_QUERY,marshymiffy,@thomasfiss good morning to you 
599,5991,4,1825716103,Sun May 17 06:37:19 PDT 2009,NO_QUERY,jdshanko,"@dmoonstreet yeah... I had fun, it was really nice to catch up. Will tell you all about it when we next speak  tres interesting!"
600,6001,4,1826243606,Sun May 17 08:02:29 PDT 2009,NO_QUERY,LizzMartin,#wossybookclub FOLLOW ME PLEASE! I NEED 11 FOLLOWERS MORE! 
601,6011,4,1827101073,Sun May 17 09:59:54 PDT 2009,NO_QUERY,lauram68,@mint910 or me! remember I won't be there until Saturday! SHIVER.  GRAB ME SHIVER! 
602,6021,4,1827421276,Sun May 17 10:40:31 PDT 2009,NO_QUERY,whyhelloFlowers,Longest hour of my life. -What? Im running away with your wife. -Great   hahaha 
603,6031,4,1827549814,Sun May 17 10:56:58 PDT 2009,NO_QUERY,sara_keele,"Revision going well, gonna watch family guy then continue revising  Again alcohol has come into the equation"
604,6041,4,1827690474,Sun May 17 11:14:36 PDT 2009,NO_QUERY,kayla_07,sitting at home in Medstead. Relaxing 
605,6051,4,1827827607,Sun May 17 11:31:49 PDT 2009,NO_QUERY,trishdelfin,@hennojhoto Yup I actually started the one in Lakewood this past week 
606,6061,4,1827962727,Sun May 17 11:48:35 PDT 2009,NO_QUERY,hendriksen123,@graceygc come to twitter  it's so fun! Love you xxx
607,6071,4,1831130405,Sun May 17 18:16:22 PDT 2009,NO_QUERY,ClaudelleTg,a finalement a cheter ton chandail du Canadiens/ Finaly brought her Habs jersey 
608,6081,4,1832659245,Sun May 17 21:12:56 PDT 2009,NO_QUERY,lillard,@frodjo yep... go for it 
609,6091,4,1833380582,Sun May 17 23:06:27 PDT 2009,NO_QUERY,littlemiss_rk,Playing charades at nag's. Everyone is here. 
610,6101,4,1833577344,Sun May 17 23:44:29 PDT 2009,NO_QUERY,JT1931,@tawneyrocks haha i fucking agree 
611,6111,4,1833754055,Mon May 18 00:20:26 PDT 2009,NO_QUERY,amer1kanreject,it was so nice 2 meet all 3 of the guys after the show  i was able 2 get a hug 4m each of them &amp; tell Zac how much they mean 2 me.
612,6121,4,1833905477,Mon May 18 00:53:19 PDT 2009,NO_QUERY,MichaelFortney,"Scoreeeee! Just got the goodbye session's ep!!! (colin, nick, and dave from hit the lights' original band) stokeddddd "
613,6131,4,1834054715,Mon May 18 01:27:20 PDT 2009,NO_QUERY,DucSloerie,@douwea Thanks Douwe  She's really into the game 
614,6141,4,1834201519,Mon May 18 02:01:13 PDT 2009,NO_QUERY,Nasef,listening to The Cardigans!!! 
615,6151,4,1834342388,Mon May 18 02:34:10 PDT 2009,NO_QUERY,cluckhoff,"@peterdtza  Dressing up, going into the office, keeping staff happy and answering calls are so overrated "
616,6161,4,1834490888,Mon May 18 03:08:12 PDT 2009,NO_QUERY,MissDreg,"So, having successfully started a Twibe #Lunigiana, just &quot;checking out the plumbing&quot; &amp; hoping it all works "
617,6171,4,1834641663,Mon May 18 03:42:06 PDT 2009,NO_QUERY,cwcrawley,@davorg ah bugger... sorry - forget that the rest of the world use something other than OSX 
618,6181,4,1834801493,Mon May 18 04:14:56 PDT 2009,NO_QUERY,uncool01,"@helen_bop  I hope they burst. I'm on Facebook looking at radfem groups (@Ren_Ev to blame for that) and seriously, my GODDESS."
619,6191,4,1834987284,Mon May 18 04:49:06 PDT 2009,NO_QUERY,maryselow,@jieRU yeah its nice!!! 
620,6201,4,1835192924,Mon May 18 05:23:18 PDT 2009,NO_QUERY,tamspstyle21,@markhoppus hav fun at jay leno!  rock that shit out duude! xo
621,6211,4,1835422972,Mon May 18 05:57:37 PDT 2009,NO_QUERY,ms_sugakane,@therealpnut @jisliteskinded @Wy_Licious @CHURRL @ebonistephae Happy Monday y'all!!! 
622,6221,4,1835673725,Mon May 18 06:30:43 PDT 2009,NO_QUERY,melodysmind,@rob573   Good mawnin' Rob.....hope your day is bright and sunny   
623,6231,4,1835956943,Mon May 18 07:05:29 PDT 2009,NO_QUERY,matuspears,Hope I win a scolarhip to travel to the UK as a Spanish languange assistant next year! 
624,6241,4,1836261866,Mon May 18 07:40:47 PDT 2009,NO_QUERY,Ems92,I wonder when I'm going to get my Radio Active Dvd...hmm... hope I get it soon 
625,6251,4,1879943230,Thu May 21 23:36:24 PDT 2009,NO_QUERY,CheekiThaSinger,@Dr3ezii you'll prolly wake up 2 this tweet..Hope ur day is gud and S T R E S S F R E E lol  text me.
626,6261,4,1880123913,Fri May 22 00:10:25 PDT 2009,NO_QUERY,ChelseaMoore,now i can finally get my broke ass some money! 
627,6271,4,1880293807,Fri May 22 00:44:16 PDT 2009,NO_QUERY,londoneater,"@evixo thanks yeah I'm trying to do just that now, sending out stuff to my contacts, hopefully something comes back "
628,6281,4,1880449819,Fri May 22 01:17:02 PDT 2009,NO_QUERY,CatYong88,"@zaridz u mean i love industry or love being a biatch? ;p it didnt hv to reveal my dark side, but yea.. its good to be able to be one "
629,6291,4,1880607151,Fri May 22 01:50:48 PDT 2009,NO_QUERY,petehopkins,@DelMarXOXO hey mel! ima hitchu up on zee book o' faces 2morrow as it would seem tweeting is notchyo thang! k byes! 
630,6301,4,1880757145,Fri May 22 02:23:34 PDT 2009,NO_QUERY,jesgunn,@Adrienne_Bailon I'm awake! Lol cos I'm in indonesia and it's still 4.30 pm rite now 
631,6311,4,1880915586,Fri May 22 02:57:29 PDT 2009,NO_QUERY,Jadey93,@BaybieeNatNat  it was worth it  and im watchin this mornin pretty borin man
632,6321,4,1881077702,Fri May 22 03:31:26 PDT 2009,NO_QUERY,ceeejicle,off to school then 3 day weekend 
633,6331,4,1881243238,Fri May 22 04:04:15 PDT 2009,NO_QUERY,nickondras,Memorial Day weekend! Just today and 3 days off! 
634,6341,4,1881429438,Fri May 22 04:38:20 PDT 2009,NO_QUERY,Plainfielder,Loves his baby to death. But is having a really hot affair with Windows 7 right now. 
635,6351,4,1881643171,Fri May 22 05:12:19 PDT 2009,NO_QUERY,sara_meininger,30 days - 21 hours - 43 minutes and 13 seconds till my brother comes to visit for 6 wonderful weeks 
636,6361,4,1881883994,Fri May 22 05:46:43 PDT 2009,NO_QUERY,Joitou2,@Jonasbrothers Intriguing picture!  Fascinating!  Can't wait until tomorrow night to see this video and JONAS.  I love your show    
637,6371,4,1882145911,Fri May 22 06:19:22 PDT 2009,NO_QUERY,XKirstyxo,@Galiiit awww that sucks D: and YAY that it was meeee.  
638,6381,4,1882448348,Fri May 22 06:53:31 PDT 2009,NO_QUERY,Maxim1967,@lunaticsoup priceless...these moments are to be savoured...the freaks in my place are usually of the singer/actor/footballer kind 
639,6391,4,1882791715,Fri May 22 07:29:37 PDT 2009,NO_QUERY,GGGKeri,@natneagle Yes!  I keep having to pause it because I don't want to miss any!! 
640,6401,4,1883119939,Fri May 22 08:02:24 PDT 2009,NO_QUERY,kethni,@seekingxanadu I went to Prague years and years ago  I'd love to go again.
641,6411,4,1883538993,Fri May 22 08:42:41 PDT 2009,NO_QUERY,terrymyers,"Fugitive mom, 555-pound son found in Md. http://digg.com/u13sKm &lt;-- Police followed trail of McDonald's wrappers to find them! "
642,6421,4,1932413136,Tue May 26 21:25:04 PDT 2009,NO_QUERY,LOVEandPEACE001,@_shannon1234 heyy!!  how are you?
643,6431,4,1932680815,Tue May 26 21:58:56 PDT 2009,NO_QUERY,LocoOnSoco,"@derekc You're in charge of the review then, since you're the only SHR'r to still have a ps3. "
644,6441,4,1932915154,Tue May 26 22:31:31 PDT 2009,NO_QUERY,TrueSongMedia,"@GingerJaquez I'll be praying for you, Ginger. In a way I envy you. You will get to meet the one who died to pay for our sins before me. "
645,6451,4,1933137088,Tue May 26 23:05:35 PDT 2009,NO_QUERY,RoLLiE_WicKeD,@bkim202 hope u had a cool day 
646,6461,4,1955833810,Thu May 28 20:42:08 PDT 2009,NO_QUERY,beagle,@ep_scarlett  glad to hear that!  new doctor sounds cool!
647,6471,4,1956128602,Thu May 28 21:14:34 PDT 2009,NO_QUERY,dpandre7,terminator = totally adequate but only just adequate 
648,6481,4,1956405946,Thu May 28 21:48:37 PDT 2009,NO_QUERY,27things,"@thisiskrys if you buy me warped tour tickets, i will make you personal calling cards "
649,6491,4,1956661407,Thu May 28 22:22:55 PDT 2009,NO_QUERY,ccita,where are mi earrings?? 
650,6501,4,1956887560,Thu May 28 22:56:57 PDT 2009,NO_QUERY,danic27,"@jimmytoriola I cant type that much. lol So I'll just say, Me. I am interesting because I am 100% myself, 200% of the time.  Gotta love it"
651,6511,4,1957099892,Thu May 28 23:31:01 PDT 2009,NO_QUERY,_francesca000,@Alyssa_Milano Good Night! It's 8:30AM here in Italy 
652,6521,4,1957298028,Fri May 29 00:05:07 PDT 2009,NO_QUERY,kkluvszsj,@Clara_miss thanks  that was quite selfish of me. but. i am. so. effing. stressed. UGH. my advice? get off twitter. go finish the project.
653,6531,4,1957479339,Fri May 29 00:37:51 PDT 2009,NO_QUERY,Whatever_Ista,"cos here acourse is the lovely twitter twatter of giggles.. Once again, I hope to convince hubbie dinner out would be best "
654,6541,4,1957660449,Fri May 29 01:11:46 PDT 2009,NO_QUERY,Court_n_me,@ezlyamuzd yea I feel that I graduated high school done with drama for real. Well its awesome your on here  Hit me up whenever
655,6551,4,1958103669,Fri May 29 02:40:24 PDT 2009,NO_QUERY,IVFGal,@ivffox Good luck  How far along are you? Perhaps let one knwo - she can help with the deception  (and get really drunk!)
656,6561,4,1960431154,Fri May 29 07:57:14 PDT 2009,NO_QUERY,CassidyDawn12,dont understand today. oh well. just keep movin on. have a great day everyone 
657,6571,4,1961114170,Fri May 29 09:00:26 PDT 2009,NO_QUERY,NightSharkMatty,Another year older 
658,6581,4,1961528343,Fri May 29 09:38:31 PDT 2009,NO_QUERY,EliseCL,@give_me_a_latte How are you doing?? 
659,6591,4,1961987624,Fri May 29 10:20:55 PDT 2009,NO_QUERY,JennyPennifer,@Writer993 @JennyPennifer Every time I see your avatar I laugh thinking of your gr8t sense of humor #followfriday || TX my good friend! 
660,6601,4,1962376616,Fri May 29 10:57:08 PDT 2009,NO_QUERY,MissBabeh0330,Have a football qame tht I hav ta cheer at toniqht aqainst North Ft.Myers we fina SHREDDDD THT TEAMM!!! Go Liqhtninq Bois 
661,6611,4,1962749005,Fri May 29 11:35:23 PDT 2009,NO_QUERY,guadzilla,http://twitpic.com/674er - Now this is my favorite animal cross bwteen a peacock n human... 
662,6621,4,1963136269,Fri May 29 12:15:31 PDT 2009,NO_QUERY,lucy1993,@tommcfly ha you're such a big kid! nice to know you're not all serious like other people 
663,6631,4,1963554278,Fri May 29 12:53:58 PDT 2009,NO_QUERY,cxptainkirk,@zuhhed i want to talk to you. let's keep twitter-replying eachother. 
664,6641,4,1964103314,Fri May 29 13:43:43 PDT 2009,NO_QUERY,TJSnoop88,I finally shed my winter coat  
665,6651,4,1964587423,Fri May 29 14:28:34 PDT 2009,NO_QUERY,kellarenee,reading Pretties-Scott Westerfeld for the fifth time and the end STILL makes me cry. :/  Lauren's party tonight! 
666,6661,4,1964969872,Fri May 29 15:06:39 PDT 2009,NO_QUERY,calgaryfitness,@RitchardFewell Aww too bad! Next year 
667,6671,4,1965449058,Fri May 29 15:56:31 PDT 2009,NO_QUERY,elleToom,@MPFletcher I'm impressed...sounds fantastic! 
668,6681,4,1965805939,Fri May 29 16:34:35 PDT 2009,NO_QUERY,TruthxVision,Check out www.kiva.org and consider making a micro loan!!! It's an amazing website 
669,6691,4,1966115387,Fri May 29 17:09:10 PDT 2009,NO_QUERY,coffeeloverr,Is eating @ Mo's for the first time. - Clam Chowder Bread Bowl 
670,6701,4,1966466688,Fri May 29 17:49:11 PDT 2009,NO_QUERY,MGMarts,"@nuthatchgirl I like it, don't change it  hugs  I am really off to sleep! Night."
671,6711,4,1966820585,Fri May 29 18:27:37 PDT 2009,NO_QUERY,igornevesQ,@dougiemcfly Doug! Do u still remember those girls? http://twitpic.com/65jve or the &quot;mcfly biggest fan&quot; banner at Recife? 
672,6721,4,1967136000,Fri May 29 19:02:17 PDT 2009,NO_QUERY,MindieC,Watching bride wars...again 
673,6731,4,1967510706,Fri May 29 19:42:53 PDT 2009,NO_QUERY,DaCappaholic,@MzJessicat Thanks for the FF. You the best!! 
674,6741,4,1967850998,Fri May 29 20:19:30 PDT 2009,NO_QUERY,eric_mack_photo,"@lisa_otto haha, na, remember, I need $14k worth of gear "
675,6751,4,1968167464,Fri May 29 20:53:29 PDT 2009,NO_QUERY,amybowen,"@WNDRWolf Oh, okay. Glad you're having a productive night, too. "
676,6761,4,1968494640,Fri May 29 21:33:23 PDT 2009,NO_QUERY,BananaNeil,"@thisisrotv i think i have a design done. But i dont know that its any thing special. So we can look, and decide what to do later, yes? "
677,6771,4,1968823045,Fri May 29 22:18:13 PDT 2009,NO_QUERY,Pennyohhh,@30secondstomars so lastnight I was at a strip club and WHAAAT? they played &quot;From Yesterday&quot; those strippers were clicking them heels. 
678,6781,4,1969062942,Fri May 29 22:56:02 PDT 2009,NO_QUERY,petsaretalking,@Linda_PetTalez  I hope my rant wasn't so bad. 
679,6791,4,1969301364,Fri May 29 23:36:38 PDT 2009,NO_QUERY,chelseydc,@robertalbrecht Thanks  I am TRYING to sleep.  It's not working out very well.  I had Cat rehearsal tonight and it went REALLY well!!!
680,6801,4,1969493125,Sat May 30 00:12:34 PDT 2009,NO_QUERY,P1_RastaLove,Had fun with the boo today! 
681,6811,4,1969716624,Sat May 30 00:58:28 PDT 2009,NO_QUERY,fallenfrommars,"@30SECONDSTOMARS Never say never,J! ;)I remember acoustic performance when you SANG the word &quot;LOVE&quot;  if u don't believe, I can give a link"
682,6821,4,1969865499,Sat May 30 01:31:20 PDT 2009,NO_QUERY,Geishaaa,Taking my lovely dog for a walk 
683,6831,4,1970010059,Sat May 30 02:05:08 PDT 2009,NO_QUERY,bubblegarm,@VittoriaRichie oo have fun  style warriors is not out in uk yet! What did u get and recommend?
684,6841,4,1970143079,Sat May 30 02:37:49 PDT 2009,NO_QUERY,ae263,@tgbdramanerd It was fun seeing you tonight! 
685,6851,4,1970278409,Sat May 30 03:11:42 PDT 2009,NO_QUERY,ameym21,@ttaasshhaa I've seen a picture like that before. There hot as 
686,6861,4,1970410260,Sat May 30 03:45:31 PDT 2009,NO_QUERY,mrtonylee,"@jimlee00 tell him all the good names are gone, and all that's left are names like 'prettyprincess' or 'unicorngod'... "
687,6871,4,1970552643,Sat May 30 04:19:33 PDT 2009,NO_QUERY,gems_looneytune,@websiteowner  Haha i am suprised you escaped that one hun 
688,6881,4,1970693756,Sat May 30 04:52:21 PDT 2009,NO_QUERY,txsewbunny,Preparing for summer fundraiser! It has to start somewhere! Ya'll have a great wknd! 
689,6891,4,1970924156,Sat May 30 05:40:33 PDT 2009,NO_QUERY,daliuhh,@TickleMeJoey bless you x 16 then  xo
690,6901,4,1971109356,Sat May 30 06:14:28 PDT 2009,NO_QUERY,igortregub,Off to Fresno at 9am for Meet in the Middle and to see Rach. Hopefully Jess can wake up before then.  Then Obama volunteers party in Otown
691,6911,4,1971307551,Sat May 30 06:47:02 PDT 2009,NO_QUERY,Eferly,Sign Up Twitter  
692,6921,4,1971544622,Sat May 30 07:20:59 PDT 2009,NO_QUERY,DottyG1,@TheBeatmaker Hey! Thanks so much for following me  visit my myspace page sometime http://www.myspace.com/dottygmusiconline 2 hear mybeatz
693,6931,4,1971783511,Sat May 30 07:53:23 PDT 2009,NO_QUERY,jackiesfeet,"@Esgaroth yes, it will be a laugh with my best mates, as always. M will come pick me up so I won't have to cycle home all alone at night "
694,6941,4,1972049652,Sat May 30 08:27:19 PDT 2009,NO_QUERY,Britt_W,"@toryradio Can't answer, I'm afraid - it would be like a blind leading another, as I can't see the match here in Sweden.. Shall we guess? "
695,6951,4,1972329997,Sat May 30 09:01:23 PDT 2009,NO_QUERY,barbiegirl4445,gunna sleep a little more i am not feeling a 100% today biiiiii my fellow twitter heads  see u all in a hour or less lol
